"id";"Image";"Nom";"Référence";"Catégorie";"Prix de base";"Prix final";"Quantité";"État";
"478";"http://almoune.fr/img/p/2/2/2/7/2227.jpg";"Thym en Poudre - Adida 500g";"";"Épices";"11.370000";"12";"0";"1";
"317";"http://almoune.fr/img/p/2/0/0/7/2007.jpg";"Caviar d'aubergine Baba ghannouj Rabih 375g";"";"Aliments et Laitiers";"2.211000";"2.33";"0";"1";
"821";"http://almoune.fr/img/p/2/4/9/3/2493.jpg";"Maamoul aux pistaches - AGHATI 500g";"";"Accueil";"17.535545";"18.5";"0";"1";
"1285";"http://almoune.fr/img/p/2/9/5/8/2958.jpg";"Arachides enrobées Cricri Al KAZZI 300gr.";"";"Fruits à coques grillés";"5.450237";"5.75";"7";"1";
"1852";"http://almoune.fr/img/p/3/8/5/1/3851.jpg";"Aubergines façon moussaka à l'huile d'olive- Chtoura Garden 380 gr";"";"Conserves";"3.080569";"3.25";"-1";"1";
"2077";"http://almoune.fr/img/p/3/9/5/8/3958.jpg";"Epices falafel - Gardenia 50g";"";"Accueil";"1.421801";"1.5";"-2";"1";
"430";"http://almoune.fr/img/p/2/0/3/5/2035.jpg";"Chips Fromage Francais Master 40g";"";"Chips et apéritifs";"0.616114";"0.65";"0";"1";
"1683";"http://almoune.fr/img/p/3/5/4/9/3549.jpg";"Jus de Grenade BIO Red Santé 250 ml";"";"Jus";"1.753555";"1.85";"-2";"1";
"261";"http://almoune.fr/img/p/1/9/5/1/1951.jpg";"Fèves Grandes - Durra- 400g";"";"Conserves";"1.412322";"1.49";"-29";"1";
"770";"http://almoune.fr/img/p/3/0/1/7/3017.jpg";"Ail semoule 500gr";"";"Épices";"8.521327";"8.99";"-11";"1";
"1628";"http://almoune.fr/img/p/3/4/4/9/3449.jpg";"Bourma cajou fabriqués au Liban en vrac 12 pièces ≈ 400 gr";"";"Accueil";"9.241706";"9.75";"0";"1";
"1223";"http://almoune.fr/img/p/2/9/0/9/2909.jpg";"Baklava mix au miel Aghati 500gr";"";"Baklava";"16.113744";"17";"0";"0";
"1168";"http://almoune.fr/img/p/3/0/1/8/3018.jpg";"Navets Marinés Boulos 650gr.";"";"Légumes Marinés";"3.194313";"3.37";"0";"1";
"1795";"http://almoune.fr/img/p/3/7/4/5/3745.jpg";"Sirop de rose Chtoura 75cl";"";"Accueil";"5.165877";"5.45";"0";"1";
"2021";"http://almoune.fr/img/p/3/8/8/6/3886.jpg";"Assortiment de baklava - Hallab 650g";"";"Accueil";"28.341232";"29.9";"0";"1";
"207";"http://almoune.fr/img/p/1/8/9/7/1897.jpg";"Tahini (crème de sésame) - Al Kanater 900 g";"";"Accueil";"7.573460";"7.99";"21";"1";
"373";"http://almoune.fr/img/p/2/1/5/0/2150.jpg";"Chanklish Golden Plate 250g";"";"Fromages libanais";"3.744076";"3.95";"-49";"1";
"93";"http://almoune.fr/img/p/3/6/9/6/3696.jpg";"Mim Cire épilatoire traditionelle Orientale";"";"Autres";"1.416667";"1.7";"-6";"1";
"1344";"http://almoune.fr/img/p/3/2/7/6/3276.jpg";"Tahini (crème de sésame) - Cortas 907gr.";"";"Accueil";"7.573460";"7.99";"0";"1";
"658";"http://almoune.fr/img/p/2/4/0/1/2401.jpg";"Double crème - Vassilitsa 200g";"Ressemble au double crème ";"Accueil";"3.317536";"3.5";"1";"1";
"711";"http://almoune.fr/img/p/3/5/9/5/3595.jpg";"Foul - fèves à la purée de sésame - California Garden 400g";"";"Conserves";"1.412322";"1.49";"20";"1";
"543";"http://almoune.fr/img/p/2/2/8/8/2288.jpg";"Baklava Mixtes (Boite en Carton) - Douaihy 500g";"";"Patisserie Douaihy";"16.587678";"17.5";"2";"1";
"1105";"http://almoune.fr/img/p/3/0/1/0/3010.jpg";"Confiture de Figues- Al Dayaa 800g";"Ferme et onctueuse";"Confitures";"6.161137";"6.5";"0";"1";
"151";"http://almoune.fr/img/p/1/8/4/1/1841.jpg";"Biscuit hally - Ulker 150g";"";"Gourmandises";"1.658768";"1.14";"0";"0";
"37";"http://almoune.fr/img/p/1/6/2/7/1627.jpg";"Fromage Kashkaval - Suntat 400g";"";"Aliments et Laitiers";"4.710900";"4.77";"0";"0";
"1971";"http://almoune.fr/img/p/3/8/5/5/3855.jpg";"Crème Chantilly 7ébgr - Domo 72g";"";"Ingrédients de pâtisserie";"1.886256";"1.99";"0";"1";
"2133";"http://almoune.fr/img/p/4/0/1/6/4016.jpg";"Houmous tahina - Al Rabih 400g";"";"Entrées-Mezzé";"1.753555";"1.85";"44";"1";
"601";"http://almoune.fr/img/p/2/3/4/4/2344.jpg";"Manner Chocolat - 75g";"";"Accueil";"0.000000";"0";"0";"0";
"1748";"http://almoune.fr/img/p/3/6/5/7/3657.jpg";"Cafetière libanaise en inox (Rakwe) - 5 tasses";"";"Cafés";"0.000000";"0";"1";"0";
"486";"http://almoune.fr/img/p/2/2/3/3/2233.jpg";"Falafel en poudre - Adida 200g";"";"Épices";"1.900000";"2";"0";"0";
"325";"http://almoune.fr/img/p/3/7/8/2/3782.jpg";"Graines de Nigelle en vrac 50 g";"";"Épices";"1.658768";"1.75";"10";"1";
"830";"http://almoune.fr/img/p/2/5/0/8/2508.jpg";"Castania Super Extra - 300g";"";"Accueil";"6.872038";"7.25";"0";"1";
"2993";"http://almoune.fr/img/p/4/2/1/7/4217.jpg";"Concombre au Vinaigre Durra 720gr";"";"Accueil";"2.606635";"2.75";"3";"1";
"1860";"http://almoune.fr/img/p/3/7/8/3/3783.jpg";"Poivre Noir entier en vrac 50g";"";"Épices";"1.421801";"1.35";"-1";"1";
"2085";"http://almoune.fr/img/p/3/9/7/0/3970.jpg";"Wafer bar chocolat - Divani 5 x 30g";"";"Friandises";"1.421801";"1.5";"21";"1";
"1913";"http://almoune.fr/img/p/3/8/3/8/3838.jpg";"Baklava sachet individuel Douaihy 600 gr";"";"Baklava";"22.654028";"23.9";"0";"1";
"438";"http://almoune.fr/img/p/2/0/4/2/2042.jpg";"Maamoul mixte 12 pièces Pistache Noix et dattes - 750g";"";"Gourmandises";"15.165877";"16";"-1";"1";
"269";"http://almoune.fr/img/p/1/9/5/9/1959.jpg";"Savon dettol antibactérien original 65g";"";"Autres";"0.833300";"1";"-5";"1";
"778";"http://almoune.fr/img/p/3/0/9/0/3090.jpg";"pâte d'arachides 500gr";"";"Gourmandises";"2.274882";"2.4";"0";"1";
"1636";"http://almoune.fr/img/p/3/4/6/8/3468.jpg";"Baklava cajou fabriqués au Liban en vrac 12 pièces ≈ 300 gr";"";"Accueil";"7.099526";"7.49";"1";"1";
"1232";"http://almoune.fr/img/p/3/2/2/1/3221.jpg";"Majdoule Golden Plate 225g.";"";"Aliments et Laitiers";"3.317536";"3.5";"-51";"1";
"1177";"http://almoune.fr/img/p/4/0/3/7/4037.jpg";"Zaatar Libanais Gardenia 454 gr.";"";"Accueil";"8.767773";"9.25";"12";"1";
"215";"http://almoune.fr/img/p/1/9/0/5/1905.jpg";"Kaak ou Gressini à l'ancienne - Cnossos 250g";"";"Accueil";"2.606635";"2.45";"0";"1";
"381";"http://almoune.fr/img/p/2/1/5/8/2158.jpg";"Thon au piment - Durra 112g";"";"Accueil";"1.658800";"1.75";"0";"1";
"101";"http://almoune.fr/img/p/1/7/9/1/1791.jpg";"Pâte d'amande en forme de fruits 500 g";"";"Gourmandises";"10.900474";"11.5";"0";"0";
"666";"http://almoune.fr/img/p/2/4/2/2/2422.jpg";"Falafel en poudre - SHP 200g";"";"Accueil";"2.132701";"2.25";"9";"1";
"1577";"http://almoune.fr/img/p/3/4/1/9/3419.jpg";"Infusion Camomille Bio 20 x 24 gr";"";"Infusions";"1.658768";"1.75";"0";"1";
"551";"http://almoune.fr/img/p/2/2/9/5/2295.jpg";"Petits Fours (Petite Boite)- Douaihy 250g";"";"Promo";"5.210000";"4.4";"0";"0";
"1113";"http://almoune.fr/img/p/2/7/2/9/2729.jpg";"Crème Chantilly Aruba 80gr.";"";"Ingrédients de pâtisserie";"1.886256";"1.75";"0";"1";
"159";"http://almoune.fr/img/p/1/8/4/9/1849.jpg";"Fromage Fil Sous Vide - 450g";"";"Aliments et Laitiers";"6.398104";"6.75";"0";"0";
"45";"http://almoune.fr/img/p/1/6/3/5/1635.jpg";"Yerba Maté Blanc d'Argentine - Kharta 250g";"";"Accueil";"3.308057";"3.49";"40";"1";
"1524";"http://almoune.fr/img/p/3/3/9/9/3399.jpg";"Malban douaihy 1kg";"";"Friandises";"17.000000";"17.94";"-3";"1";
"1979";"http://almoune.fr/img/p/3/8/7/4/3874.jpg";"Epices Kleija 50gr Abido";"";"Épices";"1.421801";"1.5";"6";"1";
"2142";"http://almoune.fr/img/p/4/0/2/7/4027.jpg";"Citrons noirs séchés "Loumi" - Alsaadah 150 gr";"";"Epices";"2.417062";"2.55";"-5";"1";
"609";"http://almoune.fr/img/p/3/1/6/0/3160.jpg";"Houmous Tahina - Chtoura Garden 850 gr";"";"Conserves";"4.218009";"4.45";"10";"1";
"1756";"http://almoune.fr/img/p/3/6/6/3/3663.jpg";"12 tasses à café libanaises (bleues)";"";"Cafés";"0.000000";"0";"0";"0";
"2371";"http://almoune.fr/img/p/4/0/9/6/4096.jpg";"Lupins marinés salés Narenj 540gr";"";"Accueil";"2.739336";"2.89";"0";"1";
"494";"http://almoune.fr/img/p/2/2/4/1/2241.jpg";"Jus au Jallab - Junet 250ml";"";"Jus";"1.279621";"1.35";"-37";"1";
"333";"http://almoune.fr/img/p/2/1/1/0/2110.jpg";"Pâté de poulet Halal Zwan - 340g";"";"Aliments et Laitiers";"3.080569";"3.25";"810";"1";
"1302";"http://almoune.fr/img/p/3/3/9/8/3398.jpg";"Paprika Sofram 500gr.";"";"Épices";"4.000000";"4.22";"-8";"1";
"162";"http://almoune.fr/img/p/1/8/5/2/1852.jpg";"Amandes Blanchies O'Régal - 250g";"";"Accueil";"3.317536";"3.5";"-13";"1";
"48";"http://almoune.fr/img/p/1/6/3/8/1638.jpg";"Graines Salées Tournesol - Graines Blanches Sheki 170g";"";"Apéritifs et pain";"1.241900";"1.31";"0";"0";
"1527";"http://almoune.fr/img/p/3/8/1/1/3811.jpg";"Décoration Oeuf de Pâques collant - Anatoli";"";"Autres";"1.658768";"1.75";"47";"1";
"1982";"http://almoune.fr/img/p/3/8/4/8/3848.jpg";"Légumes au vinaigre Gardenia 600g";"";"Légumes Marinés";"3.687204";"3.89";"0";"1";
"2258";"http://almoune.fr/img/p/4/2/0/6/4206.jpg";"Poids de cuisson Terre cuite";"";"Accueil";"10.416667";"12.5";"4";"1";
"612";"http://almoune.fr/img/p/2/3/5/8/2358.jpg";"Cheveux d'ange - Tria 500g";"";"Accueil";"1.421801";"1.5";"0";"0";
"1760";"http://almoune.fr/img/p/3/6/5/9/3659.jpg";"Mélange de fruits à coque grillés salés - Al Fakhr 900 gr";"";"Fruits à coques grillés";"16.966825";"17.9";"-16";"1";
"2374";"http://almoune.fr/img/p/4/0/9/9/4099.jpg";"Unica signature noix de coco 408 gr";"";"Accueil";"6.161137";"6.5";"1";"1";
"497";"http://almoune.fr/img/p/2/2/4/4/2244.jpg";"Jus de Goyave- Junet 1l";"";"Jus";"3.120000";"3.29";"0";"1";
"336";"http://almoune.fr/img/p/2/1/1/3/2113.jpg";"Labneh vache avec huille 200g";"";"Aliments et Laitiers";"3.317536";"3.5";"0";"0";
"842";"http://almoune.fr/img/p/3/3/0/3/3303.jpg";"Coffee mate 800 g";"";"Accueil";"9.469194";"9.99";"0";"1";
"1305";"http://almoune.fr/img/p/3/0/2/0/3020.jpg";"Crème Caramel Naturel 80g. 4 personnes DOMO";"";"Ingrédients de pâtisserie";"1.184834";"1.25";"20";"1";
"1056";"http://almoune.fr/img/p/3/0/1/5/3015.jpg";"Barazek Aghati 500gr.";"";"Accueil";"12.796209";"13.5";"8";"1";
"1471";"http://almoune.fr/img/p/3/2/6/9/3269.jpg";"Maamoul aux Pistaches Aghati 500gr";"";"Gourmandises";"17.772512";"18.75";"0";"1";
"1924";"http://almoune.fr/img/p/3/8/1/7/3817.jpg";"Concombres sauvages marinés - Cortas 3000g.";"";"Légumes Marinés";"8.293839";"8.75";"24";"1";
"1419";"http://almoune.fr/img/p/3/7/2/3/3723.jpg";"Anis en Grain 250 gr.";"";"Épice brute";"3.317536";"3.5";"-4";"1";
"1702";"http://almoune.fr/img/p/3/5/8/4/3584.jpg";"Farine de blé T.55 Minoterie Matignon 1 kg";"";"Ingrédients de pâtisserie";"1.658768";"1.75";"-737";"1";
"280";"http://almoune.fr/img/p/1/9/7/0/1970.jpg";"Fèves Vertes Grandes Surgelées - Basma 400gr";"";"Accueil";"1.895735";"2";"-9";"1";
"1246";"http://almoune.fr/img/p/3/1/3/3/3133.jpg";"Barazek libanais - Douaihy 500g";"";"Accueil";"10.947867";"11.55";"0";"1";
"1814";"http://almoune.fr/img/p/3/7/0/3/3703.jpg";"Okra (gombo) séchés Algota - 400 gr";"";"Aliments et Laitiers";"10.890995";"11.49";"0";"1";
"2040";"http://almoune.fr/img/p/3/9/3/0/3930.jpg";"Baklava Douaihy Edition spéciale Love 450g";"";"Accueil";"22.274882";"23.5";"0";"1";
"226";"http://almoune.fr/img/p/1/9/1/6/1916.jpg";"Mélasse de Raisin - Anjar 800g";"";"Mélasses et miels";"5.220600";"5.51";"2";"1";
"392";"http://almoune.fr/img/p/2/1/6/9/2169.jpg";"Kechek Abido 500g";"";"Aliments et Laitiers";"4.334000";"4.57";"0";"0";
"112";"http://almoune.fr/img/p/1/8/0/2/1802.jpg";"Pois chiche jaune - Beybaba 200g";"";"Apéritifs et pain";"0.938389";"0.99";"0";"0";
"1363";"http://almoune.fr/img/p/3/1/8/1/3181.jpg";"Pâté de poulet au piment - Zwan 200gr";"";"Accueil";"2.132701";"2.25";"-1";"1";
"678";"http://almoune.fr/img/p/2/4/2/1/2421.jpg";"Labneh ( yaourt égouté) - Rona 500g";"";"Yaourt et Labneh";"4.265403";"4.5";"-10";"1";
"1588";"http://almoune.fr/img/p/3/3/8/5/3385.jpg";"Film Alimentaire Grand";"";"Autres";"9.500000";"11.4";"-13";"1";
"2445";"http://almoune.fr/img/p/4/1/5/7/4157.jpg";"Triangle Tony's Food 500gr";"";"Accueil";"5.213270";"5.5";"3";"1";
"562";"http://almoune.fr/img/p/2/3/0/6/2306.jpg";"Cafétière en cuivre (Rakwe) - 5 tasses";"";"Cafés";"9.991667";"11.99";"-6";"1";
"909";"http://almoune.fr/img/p/3/1/2/1/3121.jpg";"Zaatar pour infusion 100gr";"";"Infusions";"2.834123";"2.99";"0";"1";
"170";"http://almoune.fr/img/p/1/8/6/0/1860.jpg";"Café Super Brasil - 180g";"";"Cafés";"4.028436";"4.25";"0";"1";
"56";"http://almoune.fr/img/p/1/6/4/6/1646.jpg";"Epices Shawarma Poulet Abido 50g";"";"Accueil";"1.990521";"2.1";"11";"1";
"2156";"http://almoune.fr/img/p/4/0/6/7/4067.jpg";"Concombre Mariné naturelle  - Chalhoub's Pantry 600gr.";"";"Légumes Marinés";"5.260664";"5.55";"0";"1";
"620";"http://almoune.fr/img/p/2/3/6/8/2368.jpg";"Dattes d'Iran - Meysa env. 600g";"";"Accueil";"3.080569";"3.25";"0";"0";
"2382";"http://almoune.fr/img/p/4/1/0/7/4107.jpg";"Loukoum Grecque Rose 300gr";"";"Accueil";"2.916667";"3.5";"6";"1";
"506";"http://almoune.fr/img/p/2/2/5/2/2252.jpg";"Jus Pyramide du Liban à l'orange - Junet 180ml";"";"Accueil";"0.900474";"0.95";"0";"1";
"1313";"http://almoune.fr/img/p/3/7/1/2/3712.jpg";"Arak Brun 70cl.";"";"Arack ou Arak Libanais ";"25.416667";"30.5";"0";"1";
"1880";"http://almoune.fr/img/p/3/8/0/1/3801.jpg";"Raha ou Loukoum au mastic - Bissat 400 gr.";"";"Friandises";"5.213270";"5.5";"0";"1";
"2104";"http://almoune.fr/img/p/3/9/8/5/3985.jpg";"Custard vanille - SHP 350 gr";"";"Ingrédients de pâtisserie";"3.080569";"3.25";"0";"1";
"1479";"http://almoune.fr/img/p/3/7/2/9/3729.jpg";"Amandes blanchies - O'Regal 400 gr.";"";"Accueil";"3.981043";"4.2";"3";"1";
"1932";"http://almoune.fr/img/p/3/8/3/7/3837.jpg";"Sumac Dean Gourmet 1kg";"";"Épices";"14.218009";"15";"0";"1";
"2727";"http://almoune.fr/img/p/4/1/8/8/4188.jpg";"sésame Blanc en vrac 100gr";"";"Accueil";"0.938389";"0.99";"0";"1";
"457";"http://almoune.fr/img/p/2/3/1/7/2317.jpg";"Menthe séchée - Adida 500g";"";"Épices";"7.109005";"7.5";"32";"1";
"1711";"http://almoune.fr/img/p/3/6/0/6/3606.jpg";"Arak Gantous 50 cl";"";"Arack ou Arak Libanais ";"23.333333";"21.5";"21";"1";
"288";"http://almoune.fr/img/p/1/9/7/8/1978.jpg";"Bonbons pâte d'abricot - SAHHA 400g";"";"Gourmandises";"3.052500";"3.22";"0";"0";
"1657";"http://almoune.fr/img/p/3/5/1/6/3516.jpg";"Noix de cajou grillé Grand calibre sans sel - 250 gr";"";"Accueil";"4.729858";"4.99";"5";"1";
"1002";"http://almoune.fr/img/p/2/9/0/5/2905.jpg";"Pépites de tournesol O'Régal 100gr.";"";"Fruits à coques grillés";"0.805687";"0.85";"0";"1";
"2048";"http://almoune.fr/img/p/3/9/3/5/3935.jpg";"Miel de cèdre du Liban goût exceptionnel - L'atelier du miel 230g";"";"Mélasses et miels";"18.862559";"19.9";"0";"1";
"2333";"http://almoune.fr/img/p/4/0/8/0/4080.jpg";"Noix de muscade moulue gardenia 20g";"";"Accueil";"1.800948";"1.9";"-1";"1";
"1371";"http://almoune.fr/img/p/3/1/9/1/3191.jpg";"Lupin en Saumure 100gr.";"";"Chips et apéritifs";"0.473934";"0.5";"0";"1";
"686";"http://almoune.fr/img/p/2/4/3/0/2430.jpg";"Olives Vertes Grecques Farcies au Poivron Rouge  - Elita 390g";"";"Olives";"3.554502";"3.75";"3";"1";
"232";"http://almoune.fr/img/p/1/9/2/2/1922.jpg";"Feuille de vigne chirag 280g";"";"Aliments et Laitiers";"2.369668";"2.5";"0";"0";
"2453";"http://almoune.fr/img/p/4/1/6/5/4165.jpg";"BARAZEK moulin d'or 390 g";"";"Accueil";"7.109005";"7.5";"5";"1";
"571";"http://almoune.fr/img/p/2/4/1/0/2410.jpg";"Huile d'olive - Al Dayaa 1L";"";"Accueil";"9.431280";"9.95";"0";"0";
"1134";"http://almoune.fr/img/p/2/9/7/0/2970.jpg";"Datte au chocolat au amandes Sahara Delights";"";"Friandises";"4.265403";"4.5";"0";"0";
"939";"http://almoune.fr/img/p/3/0/5/6/3056.jpg";"Corned beef - Al Raii 340g";"";"Accueil";"4.502370";"4.75";"21";"1";
"178";"http://almoune.fr/img/p/1/8/6/8/1868.jpg";"Fromage Naboulsi Milky's 250 g";"";"Aliments et Laitiers";"2.989250";"3.15";"0";"0";
"344";"http://almoune.fr/img/p/2/1/2/1/2121.jpg";"Semoule Moyenne Halima 5kg";"";"Condiments";"9.005700";"9.5";"0";"0";
"64";"http://almoune.fr/img/p/1/6/5/4/1654.jpg";"Cannelle en Bâtons - Abido 100g";"";"Épices";"2.037915";"2.15";"27";"1";
"1998";"http://almoune.fr/img/p/3/8/5/9/3859.jpg";"Baklava luxury Jordanien premium - Skystar 500gr";"";"Baklava";"27.488152";"29";"0";"1";
"2164";"http://almoune.fr/img/p/4/0/6/0/4060.jpg";"Zaatar libanais naturel - Chalhoub's Pantry 100g";"";"Accueil";"4.729858";"4.99";"2";"1";
"2391";"http://almoune.fr/img/p/4/1/2/8/4128.jpg";"Loukoum rose";"";"Accueil";"6.161137";"6.5";"4";"1";
"514";"http://almoune.fr/img/p/3/7/9/8/3798.jpg";"Biscuit Dabke au Citron - Gandour 28g";"";"Friandises";"0.710900";"0.75";"0";"1";
"858";"http://almoune.fr/img/p/2/7/7/6/2776.jpg";"Haricots Géants à la sauce tomate Paliria 280 gr.";"";"Conserves";"2.834123";"2.99";"12";"0";
"122";"http://almoune.fr/img/p/1/8/1/2/1812.jpg";"Barazek ghreybe Zeitoune 250 GR";"";"Gourmandises";"7.063100";"7.45";"0";"1";
"8";"http://almoune.fr/img/p/1/5/9/8/1598.jpg";"Maïs Popcorn - Altunsa 900g";"";"Aliments et Laitiers";"3.175355";"3.35";"14";"1";
"1487";"http://almoune.fr/img/p/3/2/6/5/3265.jpg";"Ghreybe - Al Sultan 400gr.";"";"Accueil";"9.469194";"9.99";"0";"1";
"1719";"http://almoune.fr/img/p/3/6/1/3/3613.jpg";"Vin rosé Bretèches 2022 - Château Kefraya 75 cl";"";"Accueil";"9.875000";"11.85";"6";"1";
"296";"http://almoune.fr/img/p/1/9/8/6/1986.jpg";"Pruneaux d'Agen 500gr";"";"Apéritifs et pain";"3.175355";"3.35";"0";"0";
"807";"http://almoune.fr/img/p/2/8/7/7/2877.jpg";"Charbon tefeha 400g.";"";"Accueil";"2.834123";"2.99";"0";"1";
"1665";"http://almoune.fr/img/p/3/5/3/9/3539.jpg";"Nougat libanais à la pâte d’abricots séchés (qamareddine) Douaihy 6 pièces - 110 gr";"";"Friandises";"2.834123";"2.99";"0";"1";
"1264";"http://almoune.fr/img/p/3/9/0/4/3904.jpg";"Fruits secs caramélisés tendres (semsmiyeh) - Douaihy 250g";"";"Accueil";"8.056872";"8.5";"0";"1";
"1831";"http://almoune.fr/img/p/3/7/5/6/3756.jpg";"Pignons de pin de Sibérie 200 g";"";"Ingrédients de pâtisserie";"7.573460";"7.99";"-1";"1";
"1010";"http://almoune.fr/img/p/3/0/7/0/3070.jpg";"Sauce tomate YAMAMA";"";"Concentrés";"1.421801";"1.5";"0";"1";
"2056";"http://almoune.fr/img/p/3/9/4/4/3944.jpg";"Assortiment de baklava libanais - Douaihy édition ruban - 500gr.";"";"Accueil";"16.587678";"17.5";"3";"1";
"409";"http://almoune.fr/img/p/2/0/1/4/2014.jpg";"Abricots secs 250 g";"";"Fruits secs ";"2.369668";"2.5";"1";"1";
"2341";"http://almoune.fr/img/p/4/0/8/4/4084.jpg";"Castania extra nuts 300g";"";"Accueil";"5.677725";"5.99";"-4";"1";
"1379";"http://almoune.fr/img/p/3/2/0/0/3200.jpg";"Baklava Mix Zaitoune 200gr.";"";"Baklava";"11.364929";"11.99";"-1";"1";
"240";"http://almoune.fr/img/p/1/9/3/0/1930.jpg";"Kadaif 1 Piece  (140g)";"";"Gourmandises";"1.184834";"1.25";"0";"0";
"747";"http://almoune.fr/img/p/3/0/8/7/3087.jpg";"Epices falafel Adida 500gr";"";"Epices";"6.161137";"6.5";"15";"1";
"926";"http://almoune.fr/img/p/2/7/3/0/2730.jpg";"Boulgour fin brun Fark 1kg";"";"Légumineuses et grains";"1.658768";"1.75";"-25";"1";
"948";"http://almoune.fr/img/p/2/7/5/0/2750.jpg";"Sumac Sofram 400gr";"";"Épices";"3.781991";"3.99";"0";"1";
"186";"http://almoune.fr/img/p/1/8/7/6/1876.jpg";"Loufa naturelle";"";"Autres";"4.265403";"4.5";"11";"1";
"352";"http://almoune.fr/img/p/2/1/2/9/2129.jpg";"Graines pépite Salées melon Samir 300g";"";"Fruits à coques grillés";"2.369668";"2.5";"40";"1";
"72";"http://almoune.fr/img/p/1/6/6/2/1662.jpg";"Fenugrec Moulu Abido 50g";"";"Accueil";"1.137441";"1.2";"-3";"1";
"2006";"http://almoune.fr/img/p/3/8/6/8/3868.jpg";"Baba ghanouj (caviar d’aubergines libanais) - Al Wadi 820g";"";"Entrées-Mezzé";"5.450237";"5.75";"0";"1";
"1321";"http://almoune.fr/img/p/3/0/9/6/3096.jpg";"Olives greques farcie à l'ail - Elita 215g";"";"Accueil";"4.028436";"4.25";"2";"1";
"637";"http://almoune.fr/img/p/2/3/8/2/2382.jpg";"Eau de rose 100% Naturelle Mymouné 25cL";"";"Ingrédients de pâtisserie";"9.383886";"11.26";"-2";"1";
"1784";"http://almoune.fr/img/p/3/7/3/9/3739.jpg";"Sahlab DOMO 200 gr.";"";"Ingrédients de pâtisserie";"1.886256";"1.99";"-1";"1";
"2399";"http://almoune.fr/img/p/4/1/3/9/4139.jpg";"Damasco Kaak 250gr";"";"Accueil";"2.606635";"2.75";"17";"1";
"522";"http://almoune.fr/img/p/2/2/6/8/2268.jpg";"Olives vertes au thym - Al Dayaa 660g";"";"Accueil";"4.060000";"4.28";"0";"1";
"868";"http://almoune.fr/img/p/3/0/6/0/3060.jpg";"Arome de menthe 300 ml Anjar";"";"Accueil";"2.369668";"2.5";"0";"1";
"130";"http://almoune.fr/img/p/1/8/2/0/1820.jpg";"Salami de dinde  - Istanbul 500g";"";"Aliments et Laitiers";"2.360190";"2.49";"13";"0";
"2120";"http://almoune.fr/img/p/4/0/1/0/4010.jpg";"Boisson pétillante à la grenade  Kazouza 1941 - 275 ml";"";"Jus";"1.279621";"1.35";"-32";"1";
"16";"http://almoune.fr/img/p/1/6/0/6/1606.jpg";"Fèves Foul Medammas Recette Libanaise - Durra 400g";"";"Aliments et Laitiers";"1.374408";"1.45";"0";"1";
"1948";"http://almoune.fr/img/p/3/8/2/6/3826.jpg";"Figues séchées Evias moelleuses (nouvelle récolte) - 1 kg";"";"Accueil";"15.118483";"15.95";"-1";"1";
"1727";"http://almoune.fr/img/p/3/6/3/3/3633.jpg";"Cookies chocolat blanc Al Fakhr - 12 pièces";"";"Friandises";"5.924171";"6.25";"1";"1";
"465";"http://almoune.fr/img/p/2/0/7/7/2077.jpg";"Labneh chèvre  200 gr.";"";"Yaourt et Labneh";"3.317536";"3.32";"0";"0";
"304";"http://almoune.fr/img/p/1/9/9/4/1994.jpg";"Halawa Pistache - Rabih 907g";"";"Halawa";"7.133500";"7.53";"0";"1";
"1272";"http://almoune.fr/img/p/2/9/6/7/2967.jpg";"Biscuit chocolaté ALFAKHR 30g.";"";"Gourmandises";"0.331754";"0.35";"0";"1";
"1839";"http://almoune.fr/img/p/3/7/6/4/3764.jpg";"Pois chiches cuits au naturel - Chtoura Garden 400 gr";"";"Conserves";"1.279621";"1.35";"0";"1";
"2064";"http://almoune.fr/img/p/3/9/5/7/3957.jpg";"Cerneaux de noix extra - Wassim 400g";"";"Ingrédients de pâtisserie";"4.132701";"4.36";"-2";"1";
"417";"http://almoune.fr/img/p/2/0/2/2/2022.jpg";"Fromages du Liban Naboulsi 290 g";"";"Fromages libanais";"3.781991";"3.99";"1";"0";
"2349";"http://almoune.fr/img/p/4/1/0/1/4101.jpg";"Epice Kebbeh Gardenia 50gr";"";"Accueil";"1.611374";"1.7";"0";"1";
"1387";"http://almoune.fr/img/p/3/5/9/1/3591.jpg";"Foul recette syrienne 400 gr Durra";"";"Conserves";"1.090047";"1.15";"0";"1";
"1670";"http://almoune.fr/img/p/3/5/8/5/3585.jpg";"Assortiment de baklava Al Sultan 350 gr";"";"Baklava";"14.691943";"15.5";"0";"1";
"248";"http://almoune.fr/img/p/1/9/3/8/1938.jpg";"Castania EXTRA 300g";"";"Fruits à coques grillés";"5.677725";"5.99";"-4";"1";
"755";"http://almoune.fr/img/p/2/6/6/7/2667.jpg";"Riz basmati RAII 5kg";"";"Accueil";"18.483412";"19.5";"0";"1";
"1615";"http://almoune.fr/img/p/3/4/0/8/3408.jpg";"Namoura Douaihy au kilo";"";"Patisseries Douaihy";"11.374408";"12";"0";"0";
"2470";"http://almoune.fr/img/p/4/1/7/1/4171.jpg";"thon à l'huile tournesol";"";"Accueil";"1.421801";"1.5";"-42";"1";
"1209";"http://almoune.fr/img/p/3/1/6/9/3169.jpg";"Kaak en boule au sésame - Al forno 400gr";"";"Accueil";"3.554502";"3.75";"-5";"1";
