"id";"Image";"Nom";"Référence";"Catégorie";"Prix de base";"Prix final";"Quantité";"État";
"2317";"http://almoune.fr/img/p/0.jpg";"Pignons longs 50gr.";"";"Accueil";"4.976303";"5.25";"1";"1";
"2835";"http://almoune.fr/img/p/0.jpg";"Graine de courge Beyrouti 250gr";"";"Accueil";"3.317536";"3.5";"1";"1";
"1357";"http://almoune.fr/img/p/0.jpg";"Semoule Moyen Tosca 1kg";"";"Ingrédients de pâtisserie";"1.412322";"1.49";"-1";"1";
"2206";"http://almoune.fr/img/p/0.jpg";"Mamoul Noix 500gr Alsultan";"";"Accueil";"17.535545";"18.5";"11";"1";
"2665";"http://almoune.fr/img/p/0.jpg";"Graibeh Hallab 200g";"";"Accueil";"5.213270";"5.5";"-6";"1";
"2438";"http://almoune.fr/img/p/0.jpg";"Cricri au kg";"";"Accueil";"8.056872";"8.5";"0";"1";
"2260";"http://almoune.fr/img/p/0.jpg";"Dattes Sukkari";"";"Accueil";"3.781991";"3.99";"-16";"1";
"2779";"http://almoune.fr/img/p/0.jpg";"Cannelle 500gr moulu";"";"Accueil";"4.379147";"4.62";"-1";"1";
"2608";"http://almoune.fr/img/p/0.jpg";"Olive 2kg Ahlam";"";"Accueil";"13.744076";"14.5";"-3";"1";
"2554";"http://almoune.fr/img/p/0.jpg";"chou fleur";"";"Produits";"2.606635";"2.75";"-32";"1";
"2951";"http://almoune.fr/img/p/0.jpg";"Gombo zero ";"";"Accueil";"1.895735";"2";"-12";"1";
"3007";"http://almoune.fr/img/p/0.jpg";"Vermicelle 400gr baharoglu";"";"Accueil";"0.947867";"1";"19";"1";
"2098";"http://almoune.fr/img/p/0.jpg";"Sucette Pierrot Gourmand 1 unité";"";"Friandises";"0.473934";"0.5";"10";"1";
"792";"http://almoune.fr/img/p/0.jpg";"Aubergine 1kg";"";"Accueil";"1.895735";"2";"-50";"1";
"2498";"http://almoune.fr/img/p/0.jpg";"Huile d'olive Boulos 50cl long";"";"Accueil";"7.819905";"8.25";"2";"1";
"2893";"http://almoune.fr/img/p/0.jpg";"Vermicelle 400 gr Habo";"";"Accueil";"1.184834";"1.25";"21";"1";
"1249";"http://almoune.fr/img/p/0.jpg";"Poudre de Falafel Durra 8kg";"";"Produits";"27.497630";"29.01";"0";"1";
"996";"http://almoune.fr/img/p/0.jpg";"Twist untié";"";"Friandises";"0.236967";"0.25";"8";"1";
"2326";"http://almoune.fr/img/p/0.jpg";"Fruits à Coque Acidulés Al Fakhr 500gr";"";"Accueil";"8.521327";"8.99";"1";"1";
"2214";"http://almoune.fr/img/p/0.jpg";"Jus orange 400gr Ice";"";"Accueil";"2.606635";"2.75";"20";"1";
"2673";"http://almoune.fr/img/p/0.jpg";"Labneh cri cri 5kg";"";"Accueil";"17.061611";"18";"0";"1";
"680";"http://almoune.fr/img/p/0.jpg";"charbon";"";"Accueil";"0.947867";"1";"-12";"1";
"1590";"http://almoune.fr/img/p/0.jpg";"Arack Ajawari 1.5L";"";"Accueil";"36.250000";"43.5";"1";"1";
"1127";"http://almoune.fr/img/p/0.jpg";"Hommus kash 1kg";"";"Accueil";"5.251185";"5.54";"0";"0";
"933";"http://almoune.fr/img/p/0.jpg";"Cave Kouroum Rosé 37cl";"";"Accueil";"2.800000";"3.36";"0";"1";
"1538";"http://almoune.fr/img/p/0.jpg";"Sukkari Wassim 500 gr";"";"Accueil";"2.606635";"2.75";"2";"1";
"1992";"http://almoune.fr/img/p/0.jpg";"Haricot rouge 3/1 Bonduelle 2.5kg";"";"Accueil";"7.497630";"7.91";"-1";"1";
"2269";"http://almoune.fr/img/p/0.jpg";"Crunch aux Noisettes Sabrina 30gr";"";"Accueil";"1.421801";"1.5";"12";"1";
"2787";"http://almoune.fr/img/p/0.jpg";"Falafel boustani 400gr";"";"Accueil";"2.834123";"2.99";"3";"1";
"1770";"http://almoune.fr/img/p/0.jpg";"Pistache caramelisé Ghrawi 70gr";"";"Accueil";"0.947867";"1";"0";"1";
"2385";"http://almoune.fr/img/p/0.jpg";"Pepite pastèques jaunes 250gr Al fakhr ";"";"Accueil";"2.132701";"2.25";"1";"1";
"2562";"http://almoune.fr/img/p/0.jpg";"Galanga seché 100gr ";"";"Accueil";"3.317536";"3.5";"26";"1";
"1061";"http://almoune.fr/img/p/0.jpg";"Thina Mira";"";"Tahini";"81.516588";"86";"-27";"1";
"1315";"http://almoune.fr/img/p/0.jpg";"Kashkaval Brebris 350 gr.";"";"Accueil";"4.265403";"4.5";"0";"1";
"1882";"http://almoune.fr/img/p/0.jpg";"persil 20 bottes ";"";"Accueil";"16.426540";"17.33";"-479";"1";
"1481";"http://almoune.fr/img/p/0.jpg";"Huile de tournesol Maurel 1L";"";"Huiles et vinaigres";"3.317536";"3.5";"-12";"1";
"1934";"http://almoune.fr/img/p/0.jpg";"Cardamone en grain 500 gr";"";"Accueil";"18.492891";"19.51";"1";"0";
"2506";"http://almoune.fr/img/p/0.jpg";"Tomate pate 800gr Shahia ";"";"Accueil";"2.834123";"2.99";"2";"1";
"2901";"http://almoune.fr/img/p/0.jpg";"Chips Master Salé Grand";"";"Accueil";"1.421801";"1.5";"-9";"1";
"1258";"http://almoune.fr/img/p/0.jpg";"Chwing gum";"";"Accueil";"1.421801";"1.5";"0";"1";
"403";"http://almoune.fr/img/p/0.jpg";"Frais de livraison inf à 49 euros";"";"Accueil";"5.830000";"5.83";"1";"1";
"1373";"http://almoune.fr/img/p/0.jpg";"Sirop de fraise Anjar 600mL";"";"Accueil";"3.781991";"3.99";"0";"1";
"2222";"http://almoune.fr/img/p/0.jpg";"Fève Verte congelé 400gr Nesmah";"";"Accueil";"1.895735";"2";"-69";"1";
"2681";"http://almoune.fr/img/p/0.jpg";"Noix pecan 150gr";"";"Accueil";"2.606635";"2.75";"1";"1";
"688";"http://almoune.fr/img/p/0.jpg";"Tasse Mate";"";"Yerba Maté";"3.791469";"4";"4";"1";
"741";"http://almoune.fr/img/p/0.jpg";"Riz long il rosotino";"";"Accueil";"1.184834";"1.25";"-2";"1";
"1599";"http://almoune.fr/img/p/0.jpg";"Ail pelé frais 100 gr";"";"Épices";"0.938389";"0.99";"2";"1";
"2844";"http://almoune.fr/img/p/0.jpg";"Riz Rounde kg";"";"Accueil";"1.895735";"2";"-1";"1";
"574";"http://almoune.fr/img/p/0.jpg";"Purée de Tomates";"";"Accueil";"1.469194";"1.55";"0";"1";
"920";"http://almoune.fr/img/p/0.jpg";"kaak au sésame";"";"Accueil";"4.739336";"5";"0";"1";
"941";"http://almoune.fr/img/p/0.jpg";"Bicarbonate 4 kg";"";"Produits";"8.333333";"10";"1";"1";
"2000";"http://almoune.fr/img/p/0.jpg";"Menthe seche abido 500gr";"";"Accueil";"6.161137";"6.5";"-62";"1";
"2795";"http://almoune.fr/img/p/0.jpg";"Concombre Mariné Durra 2.7 kg";"";"Accueil";"7.109005";"7.5";"0";"1";
"2166";"http://almoune.fr/img/p/0.jpg";"Feve décortiqué 1kg";"";"Accueil";"2.132701";"2.25";"-210";"1";
"2624";"http://almoune.fr/img/p/0.jpg";"Chou Rouge";"";"Produits";"1.345972";"1.42";"-19";"1";
"631";"http://almoune.fr/img/p/0.jpg";"Sprite";"";"Boissons";"0.947867";"1";"10";"1";
"1778";"http://almoune.fr/img/p/0.jpg";"Cuisse de Poulet Halal 10 kg";"";"Accueil";"26.947867";"28.43";"-4";"1";
"2570";"http://almoune.fr/img/p/0.jpg";"Mélange fruit sec grillé cocktail 250gr Rifai";"";"Accueil";"2.701422";"2.85";"40";"1";
"1069";"http://almoune.fr/img/p/0.jpg";"Jus de citron instantané 360gr.";"";"Jus - Sirops";"3.317536";"3.5";"0";"1";
"2114";"http://almoune.fr/img/p/0.jpg";"Couteau chef spéciale Persil ";"";"Accueil";"60.000000";"72";"0";"1";
"2737";"http://almoune.fr/img/p/0.jpg";"Graines de chia 100gr";"";"Accueil";"1.886256";"1.99";"-15";"1";
"1721";"http://almoune.fr/img/p/0.jpg";"Pistache grec décortiqué 1kg";"";"Accueil";"35.071090";"37";"-1";"1";
"809";"http://almoune.fr/img/p/0.jpg";"Riz Basmati Al-RAII 1kg";"";"Accueil";"2.369668";"2.5";"-2";"1";
"2514";"http://almoune.fr/img/p/0.jpg";"concentré de tomate 650gr";"";"Accueil";"2.369668";"2.5";"-48";"1";
"2909";"http://almoune.fr/img/p/0.jpg";"Kashkaval 250 gr HAjdu";"";"Accueil";"3.317536";"3.5";"16";"1";
"1266";"http://almoune.fr/img/p/0.jpg";"Concombre au Vinaigre en Tranches - Al Dayaa 500g";"";"Légumes Marinés";"1.900000";"2";"0";"0";
"2966";"http://almoune.fr/img/p/0.jpg";"Sukar nabat ou bonbon au sucre naturelle 400gr Abido";"";"Accueil";"4.255924";"4.49";"4";"1";
"1014";"http://almoune.fr/img/p/0.jpg";"Combi 16kg";"";"Accueil";"3.649289";"3.85";"0";"1";
"2058";"http://almoune.fr/img/p/0.jpg";"tarama blanc 2kg";"";"Accueil";"7.488152";"7.9";"-1";"1";
"2343";"http://almoune.fr/img/p/0.jpg";"maggi 1 cube ";"";"Accueil";"0.236967";"0.25";"-102";"1";
"2689";"http://almoune.fr/img/p/0.jpg";"boyaux Halal 10m";"";"Accueil";"14.218009";"15";"0";"1";
"749";"http://almoune.fr/img/p/0.jpg";"Al dayaa Grenade 3.5kg";"";"Accueil";"12.796209";"13.5";"0";"0";
"1608";"http://almoune.fr/img/p/0.jpg";"Bouillon De Poulet Jumbo";"";"Accueil";"4.265403";"4.5";"-3";"1";
"2464";"http://almoune.fr/img/p/0.jpg";"Jus Ananas Maccaw 180ml";"";"Accueil";"9.469194";"9.99";"-12";"1";
"2852";"http://almoune.fr/img/p/0.jpg";"Datte Mejdoul NADATY 450 GR";"";"Accueil";"7.109005";"7.5";"0";"1";
"1146";"http://almoune.fr/img/p/0.jpg";"Bourghol blanc beytouti";"";"Légumineuses et grains";"1.658768";"1.75";"0";"1";
"951";"http://almoune.fr/img/p/0.jpg";"Meghli";"";"Gourmandises";"1.658768";"1.75";"23";"1";
"2285";"http://almoune.fr/img/p/0.jpg";"Maamoul aux dattes moulin d'or 80gr";"";"Accueil";"1.886256";"1.99";"-21";"1";
"2803";"http://almoune.fr/img/p/0.jpg";"Crispy Abido Pick 500 gr";"";"Accueil";"2.834123";"2.99";"19";"1";
"2174";"http://almoune.fr/img/p/0.jpg";"baklava ";"";"Gourmandises";"12.701422";"13.4";"-313";"1";
"2633";"http://almoune.fr/img/p/0.jpg";"Café Beyrouti classic 200gr";"";"Accueil";"3.317536";"3.5";"118";"1";
"639";"http://almoune.fr/img/p/0.jpg";"Ail grand";"";"Accueil";"1.421801";"1.5";"0";"1";
"2579";"http://almoune.fr/img/p/0.jpg";"Semoule extra fine le renard";"";"Accueil";"2.132701";"2.25";"12";"1";
"1898";"http://almoune.fr/img/p/0.jpg";"Maamoul au dates dingo 256gr.";"";"Accueil";"2.132701";"2.25";"0";"1";
"1951";"http://almoune.fr/img/p/0.jpg";"Dragée Today 500 gr";"";"Accueil";"6.161137";"6.5";"0";"1";
"2745";"http://almoune.fr/img/p/0.jpg";"Dattes d'Algérie fraiche 1kg";"";"Accueil";"5.639810";"5.95";"4";"1";
"2522";"http://almoune.fr/img/p/0.jpg";"Curcuma 210gr Blue Mill ";"";"Accueil";"4.265403";"4.5";"-2";"1";
"2917";"http://almoune.fr/img/p/0.jpg";"Falafel alsham 650gr";"";"Produits";"5.545024";"5.85";"-9";"1";
"2974";"http://almoune.fr/img/p/0.jpg";"Théiere 1.5 LTEA KETTLE";"";"Accueil";"9.000000";"10.8";"1";"1";
"1841";"http://almoune.fr/img/p/0.jpg";"Nabulsi golden plate sous vide 460 g";"";"Accueil";"4.597156";"4.85";"-16";"1";
"1439";"http://almoune.fr/img/p/0.jpg";"Curcuma 500gr. Espeg";"";"Épices";"4.780000";"5.04";"-16";"1";
"2238";"http://almoune.fr/img/p/0.jpg";"Jello Cerise 85gr Domo";"";"Accueil";"0.938389";"0.99";"24";"1";
"2697";"http://almoune.fr/img/p/0.jpg";"Tahini Baladna 800gr";"";"Accueil";"6.872038";"7.25";"7";"1";
"758";"http://almoune.fr/img/p/0.jpg";"Baklava Al sultan 750gr";"";"Accueil";"15.165877";"16";"-28";"1";
"2472";"http://almoune.fr/img/p/0.jpg";"Piment Al Saad 1kg";"";"Accueil";"2.834123";"2.99";"-8";"1";
"2861";"http://almoune.fr/img/p/0.jpg";"Basra Date Syrup 450 gr";"";"Accueil";"3.317536";"3.5";"7";"1";
"962";"http://almoune.fr/img/p/0.jpg";"Pépites de tournesol 500gr O'regal";"";"Fruits secs ";"1.658768";"1.75";"-1";"1";
"2016";"http://almoune.fr/img/p/0.jpg";"Baklava cajou au kg";"";"Accueil";"18.957346";"20";"-1";"1";
"2293";"http://almoune.fr/img/p/0.jpg";"Curcuma Moulu 500gr Espig";"";"Accueil";"5.213270";"5.5";"-33";"1";
"2811";"http://almoune.fr/img/p/0.jpg";"Jus Fraise Mama africa 1.5 Litre";"";"Accueil";"1.886256";"1.99";"4";"1";
"1332";"http://almoune.fr/img/p/0.jpg";"Pistaches moulues - O'Régal 250g";"";"Fruits secs ";"7.109005";"7.5";"0";"1";
"2182";"http://almoune.fr/img/p/0.jpg";"Tomate Maroc kg";"";"Accueil";"1.658768";"1.75";"-1289";"1";
"2641";"http://almoune.fr/img/p/0.jpg";"hallab rest 400gr";"";"Accueil";"7.203791";"7.6";"-12";"1";
"2413";"http://almoune.fr/img/p/0.jpg";"caroubier 100g";"";"Accueil";"1.886256";"1.99";"20";"1";
"2588";"http://almoune.fr/img/p/0.jpg";"Maamoul hallab Noix 70gr ";"";"Accueil";"1.886256";"1.99";"54";"1";
"2130";"http://almoune.fr/img/p/0.jpg";"Cecil Golden PLate 225gr";"";"Accueil";"3.317536";"3.5";"-50";"1";
"1505";"http://almoune.fr/img/p/0.jpg";"Citron séché ou Loumi Noir 150g. NAZ";"";"Fruits secs ";"2.511848";"2.65";"18";"1";
"2753";"http://almoune.fr/img/p/0.jpg";"Kechek artisanal 200gr";"";"Accueil";"6.161137";"6.5";"7";"1";
"590";"http://almoune.fr/img/p/0.jpg";"Sorbet Oasice pèche";"";"Accueil";"0.473934";"0.5";"0";"1";
"1737";"http://almoune.fr/img/p/0.jpg";"Huile d'olive d'Espagne Segura 5 L";"";"Accueil";"40.758294";"43";"4";"1";
"2530";"http://almoune.fr/img/p/0.jpg";"Tomate 1.55";"";"Accueil";"1.554502";"1.64";"-359";"1";
"2982";"http://almoune.fr/img/p/0.jpg";"Miel de fleurs AREV 500g";"";"Accueil";"3.317536";"3.5";"-3";"1";
"1033";"http://almoune.fr/img/p/0.jpg";"Halloum nature Artisanal 250gr.";"";"Fromages libanais";"4.265403";"4.5";"-69";"1";
"2074";"http://almoune.fr/img/p/0.jpg";"Boulghour duru gros brun 1kg";"";"Accueil";"2.132701";"2.25";"-9";"1";
"1902";"http://almoune.fr/img/p/0.jpg";"Charbon Al-Mani coconut 1Kg";"";"Accueil";"3.791667";"4.55";"-49";"1";
"2246";"http://almoune.fr/img/p/0.jpg";"Tomate Ronde au kg";"";"Accueil";"2.246445";"2.37";"-1164";"1";
"2705";"http://almoune.fr/img/p/0.jpg";"Riz Basmati DAYFI 5Kg";"";"Accueil";"13.260664";"13.99";"3";"1";
"2480";"http://almoune.fr/img/p/0.jpg";"Almaza Unfiltred ";"";"Accueil";"1.550000";"1.86";"-8";"1";
"2869";"http://almoune.fr/img/p/0.jpg";"Mohalabia Aruba 200 gr";"";"Accueil";"1.895735";"2";"4";"1";
"1220";"http://almoune.fr/img/p/0.jpg";"Noix de cajou au kg 14.5";"";"Accueil";"14.218009";"15";"0";"1";
"1792";"http://almoune.fr/img/p/0.jpg";"kaak moulin d'or Vanille ";"";"Accueil";"4.265403";"4.5";"0";"1";
"970";"http://almoune.fr/img/p/0.jpg";"kaak ";"";"Accueil";"2.606635";"2.75";"-3";"1";
"2018";"http://almoune.fr/img/p/0.jpg";"Fois gras Id halal 180g.";"";"Accueil";"19.905213";"21";"0";"1";
"2301";"http://almoune.fr/img/p/0.jpg";"Graines de nigelle Abido 500gr";"";"Accueil";"6.502370";"6.86";"-5";"1";
"2819";"http://almoune.fr/img/p/0.jpg";"GUILLEN huile d'olive 5L";"";"Accueil";"42.654028";"45";"-11";"1";
"2649";"http://almoune.fr/img/p/0.jpg";"Concentré de tomate ROSSO 800gr";"";"Accueil";"2.606635";"2.75";"-12";"1";
"708";"http://almoune.fr/img/p/0.jpg";"Namoura";"";"Accueil";"11.374408";"12";"-18";"1";
"2421";"http://almoune.fr/img/p/0.jpg";"Coriandre Botte ";"";"Accueil";"0.549763";"0.58";"-266";"1";
"2596";"http://almoune.fr/img/p/0.jpg";"olive vert 4200G";"";"Accueil";"12.796209";"13.5";"0";"1";
"2761";"http://almoune.fr/img/p/0.jpg";"Kaak salé fenouil Tarallini 220gr";"";"Accueil";"2.369668";"2.5";"5";"1";
"2538";"http://almoune.fr/img/p/0.jpg";"sumac blue mill 500 g";"";"Accueil";"5.924171";"6.25";"-15";"1";
"2935";"http://almoune.fr/img/p/0.jpg";"sucre 20 kg saint louis P50";"";"Accueil";"25.118483";"26.5";"3";"1";
"1290";"http://almoune.fr/img/p/0.jpg";"Lavita box 24";"";"Gourmandises";"3.317536";"3.5";"-12";"1";
"1857";"http://almoune.fr/img/p/0.jpg";"POMMES ELSTAR BIO KG";"";"Accueil";"1.753555";"1.85";"0";"1";
"1041";"http://almoune.fr/img/p/0.jpg";"Laban artisanal 500gr.";"";"Accueil";"2.369668";"2.5";"0";"1";
"1456";"http://almoune.fr/img/p/0.jpg";"pepite de tournesol salé 150g";"";"Accueil";"1.184834";"1.25";"-10";"1";
"1910";"http://almoune.fr/img/p/0.jpg";"Houmous tahini Chtoura 2.1 kg";"";"Accueil";"4.265403";"4.5";"0";"1";
"435";"http://almoune.fr/img/p/0.jpg";"transport slovaquie";"";"Accueil";"30.710000";"30.71";"0";"1";
"2713";"http://almoune.fr/img/p/0.jpg";"KETTELE MAster honey 37gr";"";"Accueil";"0.710900";"0.75";"12";"1";
"2488";"http://almoune.fr/img/p/0.jpg";"Break 8 bar ";"";"Accueil";"1.886256";"1.99";"6";"1";
"2877";"http://almoune.fr/img/p/0.jpg";"megachips lemon chili 50gr";"";"Accueil";"0.521327";"0.55";"-9";"1";
"1229";"http://almoune.fr/img/p/0.jpg";"Ras el hanout 500gr.";"";"Accueil";"4.700000";"4.96";"-3";"1";
"1800";"http://almoune.fr/img/p/0.jpg";"Halloume Golden Plate 400gr.";"";"Accueil";"4.947867";"5.22";"1";"1";
"2309";"http://almoune.fr/img/p/0.jpg";"Graines de fenouil 250 Espig";"";"Accueil";"2.834123";"2.99";"-5";"1";
"2198";"http://almoune.fr/img/p/0.jpg";"Épinard Frais  ";"";"Accueil";"3.080569";"3.25";"-471";"1";
"2657";"http://almoune.fr/img/p/0.jpg";"Pistache hallab kg";"";"Accueil";"28.436019";"30";"0";"1";
"2430";"http://almoune.fr/img/p/0.jpg";"ice caffee caramel";"";"Accueil";"0.947867";"1";"-53";"1";
"2604";"http://almoune.fr/img/p/0.jpg";"aubergine frais 1kg";"";"Accueil";"2.748815";"2.9";"-99";"1";
"2252";"http://almoune.fr/img/p/0.jpg";"Jus de Citron 1L Cortas";"";"Accueil";"1.886256";"1.99";"0";"1";
"2769";"http://almoune.fr/img/p/0.jpg";"Loukoum Biscuit Selcuk 300g";"";"Accueil";"3.554502";"3.75";"6";"1";
"2368";"http://almoune.fr/img/p/0.jpg";"Carvi 50 gr Gardenia";"";"pain et Kaak";"1.374408";"1.45";"0";"1";
"2546";"http://almoune.fr/img/p/0.jpg";"Feta dodoni 2kg";"";"Accueil";"15.554502";"16.41";"-7";"1";
"2943";"http://almoune.fr/img/p/0.jpg";"Sucre St. Louis 20kg";"";"Accueil";"25.004739";"26.38";"0";"1";
"1299";"http://almoune.fr/img/p/0.jpg";"Baklava Pistache restaurent vrac 3.5 kg";"";"Accueil";"75.251185";"79.39";"0";"1";
"2998";"http://almoune.fr/img/p/0.jpg";"Pate d'arachide DAKATNE 4/4";"";"Accueil";"9.402844";"9.92";"0";"1";
"1865";"http://almoune.fr/img/p/0.jpg";"Vermicelles (cheveux d'ange) Val Fleuri 250 g";"";"Accueil";"2.037915";"2.15";"0";"1";
"1050";"http://almoune.fr/img/p/0.jpg";"Gombos tranché congelé";"";"Accueil";"2.369668";"2.5";"-10";"1";
"2090";"http://almoune.fr/img/p/0.jpg";"Huile d'olive Grignon tunisie";"";"Accueil";"5.497630";"5.8";"0";"1";
"1465";"http://almoune.fr/img/p/0.jpg";"Jellab Chtoura 3150 gr";"";"Jus - Sirops";"10.000000";"10.55";"-7";"1";
"784";"http://almoune.fr/img/p/0.jpg";"Acide Citrique 500gr";"";"Accueil";"3.099526";"3.27";"-6";"1";
"2490";"http://almoune.fr/img/p/0.jpg";"Eclairs Bonbon Assortiment 350gr";"";"Accueil";"5.450237";"5.75";"-6";"1";
"2885";"http://almoune.fr/img/p/0.jpg";"Vimto fizzy";"";"Accueil";"0.947867";"1";"9";"1";
"1239";"http://almoune.fr/img/p/0.jpg";"barazek douaihy 150gr.";"";"Gourmandises";"1.886256";"1.99";"0";"1";
"1184";"http://almoune.fr/img/p/0.jpg";"Cardamome Adida 240 gr";"";"Épices";"12.957346";"13.67";"0";"1";
"1808";"http://almoune.fr/img/p/0.jpg";"Concombre mariné 12 Kg Mechaalani";"";"Accueil";"23.696682";"25";"-4";"1";
"2093";"http://almoune.fr/img/p/0.jpg";"Mloukhiya congelé Nesmah";"";"Accueil";"1.658768";"1.75";"-72";"1";
"1416";"http://almoune.fr/img/p/0.jpg";"Amande effilé 500gr. Oregale";"";"Fruits secs ";"4.729858";"4.99";"-7";"1";
"787";"http://almoune.fr/img/p/0.jpg";"Zwan pâté de boeuf Halal 850gr";"";"Accueil";"7.573460";"7.99";"0";"1";
"2493";"http://almoune.fr/img/p/0.jpg";"Lebanese receipe samaya 360";"";"Accueil";"0.900474";"0.95";"-24";"1";
"2888";"http://almoune.fr/img/p/0.jpg";"freekeh Baladna kasih ";"";"Accueil";"5.924171";"6.25";"1";"1";
"1187";"http://almoune.fr/img/p/0.jpg";"Bourma douahy pistache au kg";"";"Patisserie Douaihy";"25.592417";"27";"-3";"1";
"2320";"http://almoune.fr/img/p/0.jpg";"Abricots séchés 500gr Arev";"";"Accueil";"6.161137";"6.5";"-1";"1";
"2209";"http://almoune.fr/img/p/0.jpg";"Gants Nitrile S, M , L";"";"Accueil";"6.250000";"7.5";"-3";"1";
"2668";"http://almoune.fr/img/p/0.jpg";"Kefta ou kafta Abido 500gr";"";"Accueil";"9.004739";"9.5";"3";"1";
"1122";"http://almoune.fr/img/p/0.jpg";"Baklava douyhe 500g.";"";"Patisseries";"11.848341";"12.5";"-1";"1";
"1533";"http://almoune.fr/img/p/0.jpg";"Pistache Grillé salé";"";"Chips et apéritifs";"15.071090";"15.9";"-3";"1";
"1987";"http://almoune.fr/img/p/0.jpg";"Farine Mais 1kg";"";"Accueil";"1.753555";"1.85";"-10";"1";
"2263";"http://almoune.fr/img/p/0.jpg";"Labneh Hajdu 1kg";"";"Accueil";"6.161137";"6.5";"-14";"1";
"2782";"http://almoune.fr/img/p/0.jpg";"Baklava al sultan 200gr";"";"Accueil";"8.056872";"8.5";"-4";"1";
"2379";"http://almoune.fr/img/p/0.jpg";"Indomie spécial poulet carton 3kg";"";"Accueil";"12.511848";"13.2";"0";"0";
"2557";"http://almoune.fr/img/p/0.jpg";"Beure golden plate";"";"Accueil";"2.606635";"2.75";"-2";"1";
"1310";"http://almoune.fr/img/p/0.jpg";"Cerneaux de noix Extra 1/4  - origine Chili - 1 kg";"";"Ingrédients de pâtisserie";"14.208531";"14.99";"-10";"1";
"3011";"http://almoune.fr/img/p/0.jpg";"Epice de Cajun 30gr ";"";"Accueil";"1.611374";"1.7";"12";"1";
"2724";"http://almoune.fr/img/p/0.jpg";"Oasis pomme cassis Framboise";"";"Accueil";"0.947867";"1";"24";"1";
"2501";"http://almoune.fr/img/p/0.jpg";"hommous cortas 185gr";"";"Accueil";"0.710900";"0.75";"15";"1";
"2896";"http://almoune.fr/img/p/0.jpg";"Piment for chili abido 50gr";"";"Accueil";"1.658768";"1.75";"10";"1";
"1252";"http://almoune.fr/img/p/0.jpg";"Foul mdamas California Garden 400gr";"";"Conserves";"1.412322";"1.49";"-80";"1";
"2329";"http://almoune.fr/img/p/0.jpg";"Chou fleur";"";"Accueil";"1.753555";"1.85";"-97";"1";
"1368";"http://almoune.fr/img/p/0.jpg";"Feuille de vigne onassis";"";"Légumes Marinés";"2.511848";"2.65";"-1";"1";
"2217";"http://almoune.fr/img/p/0.jpg";"Jus en poudre Guyave 400gr. Ice";"";"Accueil";"2.606635";"2.75";"22";"1";
"2676";"http://almoune.fr/img/p/0.jpg";"Film Aluminium 30cm";"";"Accueil";"17.400000";"20.88";"-2";"1";
"2450";"http://almoune.fr/img/p/0.jpg";"hummus flava 200G";"";"Accueil";"2.132701";"2.25";"10";"1";
"915";"http://almoune.fr/img/p/0.jpg";"Pistaches décortiquées";"";"Fruits secs ";"12.322275";"13";"0";"1";
"1541";"http://almoune.fr/img/p/0.jpg";"Thym Sofram 500g.";"";"Zaatar";"2.369668";"2.5";"0";"1";
"2272";"http://almoune.fr/img/p/0.jpg";"Crunch Au sésames 30gr. Sabrina";"";"Accueil";"0.710900";"0.75";"71";"1";
"2619";"http://almoune.fr/img/p/0.jpg";"Bulgur avec vermicelle 900G";"";"Accueil";"2.132701";"2.25";"13";"1";
"2388";"http://almoune.fr/img/p/0.jpg";"fanta mangue fruit du dragon 33cl";"";"Accueil";"0.947867";"1";"-9";"1";
"2565";"http://almoune.fr/img/p/0.jpg";"Olive vert mechaalany 600gr";"";"Accueil";"4.265403";"4.5";"15";"1";
"1885";"http://almoune.fr/img/p/0.jpg";"Kashkaval Golden plate 320 gr.";"";"Accueil";"3.781991";"3.99";"-10";"1";
"1937";"http://almoune.fr/img/p/0.jpg";"Tomate 6kg 1.85";"";"Accueil";"11.099526";"11.71";"-86";"1";
"804";"http://almoune.fr/img/p/0.jpg";"Falafel en Poudre Baytouti 8kg";"";"Accueil";"26.995261";"28.48";"0";"1";
"2509";"http://almoune.fr/img/p/0.jpg";"Lait demi";"";"Accueil";"0.995261";"1.05";"-43";"1";
"2904";"http://almoune.fr/img/p/0.jpg";"Fruit à coque grillé salé 200gr";"";"Accueil";"3.317536";"3.5";"1";"1";
"1261";"http://almoune.fr/img/p/0.jpg";"halva nature Bissat 400gr.";"";"Accueil";"3.317536";"3.5";"0";"1";
"1007";"http://almoune.fr/img/p/0.jpg";"Navet dayaa";"";"Accueil";"2.843602";"3";"0";"1";
"2338";"http://almoune.fr/img/p/0.jpg";"Makdous Al dayaa 600G";"";"Accueil";"6.161137";"6.5";"-5";"1";
"2225";"http://almoune.fr/img/p/0.jpg";"Mloukhiya haché 400gr FOODICO";"";"Accueil";"1.658768";"1.75";"-24";"1";
"2684";"http://almoune.fr/img/p/0.jpg";"Mloukhiya Nasmah feuille entier 400gr";"";"Accueil";"1.658768";"1.75";"0";"1";
"2458";"http://almoune.fr/img/p/0.jpg";"maamoul pistaches 70 g";"";"Accueil";"2.132701";"2.25";"-49";"1";
"2847";"http://almoune.fr/img/p/0.jpg";"Graines de citrouille Samir 300 g";"";"Accueil";"3.317536";"3.5";"36";"1";
"923";"http://almoune.fr/img/p/0.jpg";"Mloukhiya 200gr. sèche premium";"";"Accueil";"3.317536";"3.5";"0";"1";
"1141";"http://almoune.fr/img/p/0.jpg";"Labneh Rona 2.75kg";"";"Yaourt et Labneh";"17.535545";"18.5";"-81";"1";
